time,distance_to_nearest_friend,distance_to_nearest_enemy
2023-09-27 07:01:20,25.961608041524737,459.87056089478864
2023-09-28 07:01:20,27.78752815716701,459.81484885506734
2023-09-29 07:01:20,28.200743011891312,463.7048608857476
2023-09-30 07:01:20,27.38022657638486,466.9510094000192
2023-10-01 07:01:20,26.68339139510963,469.78056176669634
2023-10-02 07:01:20,25.95553430112678,473.67354029881204
2023-10-03 07:01:20,25.62270437906404,474.056814858623
2023-10-04 07:01:20,25.671373340401427,476.0372420669474
2023-10-05 07:01:20,25.33155123053712,473.45169410628495
2023-10-06 07:01:20,23.24534196284574,473.4349352053309
2023-10-07 07:01:20,16.038972773329245,476.49939423422484
2023-10-08 07:01:20,15.585986796084836,474.14807029427055
2023-10-09 07:01:20,14.209138034142375,471.52174701344893
2023-10-10 07:01:20,13.685947872821892,468.3716512063116
2023-10-11 07:01:20,13.64615601823694,466.1850527919042
2023-10-12 07:01:20,14.46270584419557,462.4650824658567
2023-10-13 07:01:20,13.775660434732902,459.81027876436264
2023-10-14 07:01:20,12.625111895185166,456.618598831305
2023-10-15 07:01:20,12.58021252020903,452.6576100738761
2023-10-16 07:01:20,14.388943411583197,449.90449206673736
2023-10-17 07:01:20,13.92062042851216,446.0275213748606
2023-10-18 07:01:20,12.950935979380981,445.47175456754263
2023-10-19 07:01:20,12.970515073223824,444.9510373990751
2023-10-20 07:01:20,11.48607311579251,444.33796445855586
2023-10-21 07:01:20,9.267783106938223,443.7503669079948
2023-10-22 07:01:20,9.014031365494342,441.32941020884704
2023-10-23 07:01:20,8.162869541485522,440.0187890381004
2023-10-24 07:01:20,8.697968395773858,437.30446686722036
2023-10-25 07:01:20,7.839918610748743,434.43019882484634
2023-10-26 07:01:20,9.653319790153805,430.5734629586046
2023-10-27 07:01:20,9.128937760089647,430.05378203263166
2023-10-28 07:01:20,10.845442843561454,427.88732381782154
2023-10-29 07:01:20,8.759675723468723,426.18371299420374
2023-10-30 07:01:20,10.315446004463507,423.61612951529423
2023-10-31 07:01:20,8.451525870664046,422.43126676138485
2023-11-01 07:01:20,8.12628817816244,420.30555129106654
2023-11-02 07:01:20,8.387024977912636,417.98516742685246
2023-11-03 07:01:20,8.931825301836904,416.4924971056903
2023-11-04 07:01:20,8.518733316915915,414.9533166414414
2023-11-05 07:01:20,8.313450021379058,411.96403574133285
2023-11-06 07:01:20,9.32699594927285,409.2944831546328
2023-11-07 07:01:20,8.712567135130678,409.1273392631351
2023-11-08 07:01:20,5.179948292519418,407.8773825881525
2023-11-09 07:01:20,5.222688886135916,407.37421090901637
2023-11-10 07:01:20,8.581933869832508,402.9720288580352
2023-11-11 07:01:20,9.153241738260972,400.2071435761023
2023-11-12 07:01:20,7.336224420623113,399.7167009618686
2023-11-13 07:01:20,5.225353576151859,399.27908897319975
2023-11-14 07:01:20,4.9997040327183555,397.50851085220717
2023-11-15 07:01:20,5.061941297313214,395.3606338849323
2023-11-16 07:01:20,3.1950641378783935,393.4887822995968
2023-11-17 07:01:20,1.5577985099810592,394.7330952146451
2023-11-18 07:01:20,2.449731646019799,392.4936125334505
2023-11-19 07:01:20,4.450024895715598,389.9188148992155
2023-11-20 07:01:20,5.113429888101137,387.65560970128575
2023-11-21 07:01:20,7.638019396156768,384.8348890481632
2023-11-22 07:01:20,10.573245676337605,381.3275551683597
2023-11-23 07:01:20,9.413960704786268,380.3452611937165
2023-11-24 07:01:20,9.212361510666417,378.16382605830216
2023-11-25 07:01:20,11.251868833512852,375.82538513431615
2023-11-26 07:01:20,13.30823603026186,373.964941929724
2023-11-27 07:01:20,16.921404000920823,371.56952634888825
2023-11-28 07:01:20,18.595862246057354,369.55670481216185
2023-11-29 07:01:20,20.235020189774723,365.4222519252758
2023-11-30 07:01:20,20.374763014945216,364.4871532221182
2023-12-01 07:01:20,20.568926659494586,362.66133336214665
2023-12-02 07:01:20,18.3693243437741,360.942685489085
2023-12-03 07:01:20,19.096517828833466,358.37476738564123
2023-12-04 07:01:20,20.389651517012883,356.4372141915013
2023-12-05 07:01:20,22.674654397527185,352.4423261284118
2023-12-06 07:01:20,21.87761433815223,350.83862849308895
2023-12-07 07:01:20,23.854980777769537,348.0698238286257
2023-12-08 07:01:20,22.20684953993757,347.3773823936308
2023-12-09 07:01:20,18.84543211425734,348.74036665328236
2023-12-10 07:01:20,20.05823714138303,347.21424515153905
2023-12-11 07:01:20,16.864241538053392,347.6381377105864
2023-12-12 07:01:20,15.472816780238407,345.7391604332446
2023-12-13 07:01:20,16.521929674193554,342.9524352557007
2023-12-14 07:01:20,15.071629291218462,340.2010027267261
2023-12-15 07:01:20,15.25653522670114,338.3243813781832
2023-12-16 07:01:20,14.913814436231194,335.4317352000786
2023-12-17 07:01:20,13.08698334914504,334.7997785880819
2023-12-18 07:01:20,15.106780066084935,331.20921796592677
2023-12-19 07:01:20,14.692359132880364,328.0856081942548
2023-12-20 07:01:20,13.281054000830608,325.88237273094484
2023-12-21 07:01:20,12.327228867956485,323.4675237082309
2023-12-22 07:01:20,12.820502782664281,321.4816098670246
2023-12-23 07:01:20,14.630299646300545,319.9617415503313
2023-12-24 07:01:20,13.758297557804685,320.00069136885753
2023-12-25 07:01:20,15.18473131909063,317.21810056542
2023-12-26 07:01:20,12.751426823768233,317.64748676616205
2023-12-27 07:01:20,11.633518993266012,316.68803268159127
2023-12-28 07:01:20,13.427078249343543,314.87009815343293
2023-12-29 07:01:20,12.86408431401941,311.90100277366025
2023-12-30 07:01:20,13.69949949527532,311.2405997767658
2023-12-31 07:01:20,11.923969285904601,310.4896382720148
2024-01-01 07:01:20,14.946665388520078,308.2106894791744
2024-01-02 07:01:20,9.595088029720678,309.97804770050305
2024-01-03 07:01:20,12.656372825047079,307.6124588431905
2024-01-04 07:01:20,12.26453137340594,305.6998575988163
2024-01-05 07:01:20,12.88569059508754,304.2333106709306
2024-01-06 07:01:20,15.365968929245021,300.1329254504836
2024-01-07 07:01:20,17.864301858736788,298.8740697997678
2024-01-08 07:01:20,16.193648022549283,298.5317910432427
2024-01-09 07:01:20,15.183392615170552,297.25674882499226
2024-01-10 07:01:20,14.779717654192888,295.8612769198994
2024-01-11 07:01:20,11.073677635205367,296.3407422812824
2024-01-12 07:01:20,7.998087210780885,296.4337951880641
2024-01-13 07:01:20,8.626907794255498,293.2986176166651
2024-01-14 07:01:20,6.404827817397275,293.3733643171958
2024-01-15 07:01:20,3.473590394016333,294.19986696906534
2024-01-16 07:01:20,4.398889477745923,290.5218282978943
2024-01-17 07:01:20,3.5089172753458553,288.51781456135643
2024-01-18 07:01:20,2.1492592584837102,290.11341179722143
2024-01-19 07:01:20,2.1114550317114658,288.7032399262028
2024-01-20 07:01:20,3.651775782560165,285.95904600144564
2024-01-21 07:01:20,4.862718709311316,284.2892502625038
2024-01-22 07:01:20,7.086969896806346,281.8515729249791
2024-01-23 07:01:20,7.38343579754979,279.99311500354304
2024-01-24 07:01:20,7.61101688615683,279.56131482374457
2024-01-25 07:01:20,8.930150263539367,277.1009574814599
2024-01-26 07:01:20,5.379183032058765,277.3137358325306
2024-01-27 07:01:20,3.9486146101769495,276.9807968849229
2024-01-28 07:01:20,3.789983998204323,278.779053783145
2024-01-29 07:01:20,4.318226410129059,279.1430691795949
2024-01-30 07:01:20,1.5138503924773263,278.7583262068622
2024-01-31 07:01:20,4.612404879199438,274.84017470340086
2024-02-01 07:01:20,1.1635426279143872,274.3954613901255
2024-02-02 07:01:20,1.1761188117407795,273.64712381975534
2024-02-03 07:01:20,3.5673581949941995,275.6390729127822
2024-02-04 07:01:20,4.824009039685788,273.3155072780294
2024-02-05 07:01:20,4.554584233626418,267.26323418506286
2024-02-06 07:01:20,7.041718884266985,265.2169478669747
2024-02-07 07:01:20,9.802645889265502,258.0591785929302
2024-02-08 07:01:20,11.863564054237978,250.44440128710258
2024-02-09 07:01:20,10.000224173035663,249.39550194385606
2024-02-10 07:01:20,8.152054569837597,243.8854254966517
2024-02-11 07:01:20,5.578837262415222,234.39342932896218
2024-02-12 07:01:20,4.411148459811041,232.33587473294867
2024-02-13 07:01:20,4.6552053168404,229.36294227655415
2024-02-14 07:01:20,5.381161253700575,224.08025940479698
2024-02-15 07:01:20,6.660206770941214,221.0751717645117
2024-02-16 07:01:20,5.636748280261557,218.68121082360727
2024-02-17 07:01:20,3.766965517374458,216.03242550614016
2024-02-18 07:01:20,6.373246037141932,208.6247536689956
2024-02-19 07:01:20,5.027003059597653,209.29876801846302
2024-02-20 07:01:20,6.7032849975692725,209.841828739799
2024-02-21 07:01:20,7.486720239128245,203.59792799827008
2024-02-22 07:01:20,6.1816100512475805,195.3845520972398
2024-02-23 07:01:20,5.8102786798641795,199.41111542308988
2024-02-24 07:01:20,4.074024132357749,193.36146249000728
2024-02-25 07:01:20,5.40265099734269,198.76829135205625
2024-02-26 07:01:20,5.404539209494796,191.93013445232424
2024-02-27 07:01:20,4.135859166673781,194.77900849022149
2024-02-28 07:01:20,3.965046403902152,193.96487384443392
2024-02-29 07:01:20,3.4591647446797946,192.93654794621895
2024-03-01 07:01:20,4.215093349811702,193.95861406764286
2024-03-02 07:01:20,3.953530340825742,195.5140090304814
2024-03-03 07:01:20,6.427725652879175,186.208485810407
2024-03-04 07:01:20,9.008029053998753,186.48971037628843
2024-03-05 07:01:20,9.99074814745515,186.33742235427914
2024-03-06 07:01:20,7.378554636386858,187.8767356625304
2024-03-07 07:01:20,7.694856095308846,189.7324354309111
2024-03-08 07:01:20,8.810210180943967,182.65068916781235
2024-03-09 07:01:20,7.702500713067931,183.35956147954178
2024-03-10 07:01:20,8.86473818926088,182.99518685136104
2024-03-11 07:01:20,7.117400384251587,177.2081866404029
2024-03-12 07:01:20,3.517498535526387,181.01036458873824
2024-03-13 07:01:20,2.789937200859754,182.5353112733289
2024-03-14 07:01:20,2.9503958274680593,181.79927234275246
2024-03-15 07:01:20,2.1627966287685454,181.4944954449194
2024-03-16 07:01:20,0.9970530088235252,173.1094272128315
2024-03-17 07:01:20,0.6968048007056971,176.47636733502208
2024-03-18 07:01:20,2.132304679044201,180.30155265877713
2024-03-19 07:01:20,2.638503759134504,178.6248634860966
2024-03-20 07:01:20,4.668394264367093,176.25806380235804
2024-03-21 07:01:20,2.1874877263570247,171.12856000776247
2024-03-22 07:01:20,3.246307896188585,177.6378403683114
2024-03-23 07:01:20,2.8849411544304764,174.12817035773818
2024-03-24 07:01:20,5.166640728716429,172.39397769488914
2024-03-25 07:01:20,4.204585624363704,168.27220639000296
2024-03-26 07:01:20,5.221674667850773,166.03938774420524
2024-03-27 07:01:20,5.673521945827476,170.36852401935218
2024-03-28 07:01:20,6.906528025202315,166.89763573263627
2024-03-29 07:01:20,6.67716095021845,166.19428581868905
2024-03-30 07:01:20,10.795443382516229,163.38270499112048
2024-03-31 07:01:20,10.602276397446564,162.62858701392304
2024-04-01 07:01:20,9.830891610382455,166.41026408302082
2024-04-02 07:01:20,7.882975619125529,164.45590829979596
2024-04-03 07:01:20,8.995970154559684,168.85912147074475
2024-04-04 07:01:20,11.298520917508354,169.44822107604242
2024-04-05 07:01:20,10.557505140441931,171.4044411382496
2024-04-06 07:01:20,11.424921483012447,171.11248491517472
2024-04-07 07:01:20,12.35108655631166,177.25629288438375
2024-04-08 07:01:20,10.565809177251822,179.41447512723101
2024-04-09 07:01:20,8.555610622405366,185.86343271399676
2024-04-10 07:01:20,7.220650305893662,183.9086487595564
2024-04-11 07:01:20,6.309136836981839,192.41448251875798
2024-04-12 07:01:20,8.007906602218291,194.51578673526882
2024-04-13 07:01:20,7.646307518970876,195.3898428569013
2024-04-14 07:01:20,5.508075667907525,194.96753719965335
2024-04-15 07:01:20,7.363977191243458,203.59784729665807
2024-04-16 07:01:20,8.024643168027195,205.98674850414588
2024-04-17 07:01:20,7.595015943125461,207.2942373242411
2024-04-18 07:01:20,7.77074657554192,211.0701405447421
2024-04-19 07:01:20,10.641887409308378,217.5396181491151
2024-04-20 07:01:20,11.118297468296339,218.3948291688823
2024-04-21 07:01:20,11.450387856003868,224.1487048918814
2024-04-22 07:01:20,11.79089573960468,232.48482960348477
2024-04-23 07:01:20,9.563629358359668,232.55471314315005
2024-04-24 07:01:20,8.592408264227297,238.3858184538907
2024-04-25 07:01:20,10.642293767975525,242.52286331982762
2024-04-26 07:01:20,11.108020216187304,240.309647556888
2024-04-27 07:01:20,9.831756656140378,237.63164448145076
2024-04-28 07:01:20,7.91367141008954,238.28921538100948
2024-04-29 07:01:20,8.822846514584723,236.6711676620496
2024-04-30 07:01:20,11.238026289879796,232.83986697489976
2024-05-01 07:01:20,11.477874280497929,229.33331234135565
2024-05-02 07:01:20,8.349956684879515,232.18878823237768
2024-05-03 07:01:20,10.169708916416393,228.24892927673514
2024-05-04 07:01:20,9.326302344856424,227.2540920187459
2024-05-05 07:01:20,11.578251533675418,223.32793567597173
2024-05-06 07:01:20,13.637439439977875,221.75920346643886
2024-05-07 07:01:20,14.231024711265762,219.2886964441225
2024-05-08 07:01:20,15.636210652224007,217.32685716319065
2024-05-09 07:01:20,16.57815094862766,215.29611056499027
2024-05-10 07:01:20,13.43820190914213,213.4029550707175
2024-05-11 07:01:20,15.400714391902905,212.7083939884145
2024-05-12 07:01:20,15.899055079968377,209.5941504099118
