Entity22,2023-07-17 18:10:10,4.839376680163456,7.553594037140385
Entity22,2023-07-18 18:10:10,5.007250689050844,7.551865611437474
Entity22,2023-07-19 18:10:10,5.211289000649115,7.553918233489922
Entity22,2023-07-20 18:10:10,5.40323091037776,7.55679696965215
Entity22,2023-07-21 18:10:10,5.875576048654346,7.55557607172395
Entity22,2023-07-22 18:10:10,5.974489163842309,7.554458156501628
Entity22,2023-07-23 18:10:10,5.488395973689656,7.556480380697945
Entity22,2023-07-24 18:10:10,5.692247533018675,7.488365413430507
Entity22,2023-07-25 18:10:10,5.777177719578607,7.397181818678816
Entity22,2023-07-26 18:10:10,6.063881173289851,7.1319634766097115
Entity22,2023-07-27 18:10:10,6.244709844486684,6.915811062607538
Entity22,2023-07-28 18:10:10,6.317231511206643,6.8147419685630615
Entity22,2023-07-29 18:10:10,6.638431063931577,6.7426405630396244
Entity22,2023-07-30 18:10:10,6.756962722816005,6.539790408208065
Entity22,2023-07-31 18:10:10,6.464690291815692,6.623293799651837
Entity22,2023-08-01 18:10:10,6.569103734025217,6.438933587556106
Entity22,2023-08-02 18:10:10,6.699375010533126,6.243583948631484
Entity22,2023-08-03 18:10:10,6.731782993849596,6.120811654573396
Entity22,2023-08-04 18:10:10,7.147382928902494,6.101969012765449
Entity22,2023-08-05 18:10:10,7.3069052601190645,6.039667772322882
Entity22,2023-08-06 18:10:10,7.36202571045776,5.96446902959429
Entity22,2023-08-07 18:10:10,7.58180130540075,5.833936163470049
Entity22,2023-08-08 18:10:10,7.880632739155537,5.794748389469738
Entity22,2023-08-09 18:10:10,8.174542724203107,5.663982143401209
Entity22,2023-08-10 18:10:10,8.565539425433455,5.6328681025688
Entity22,2023-08-11 18:10:10,8.813604688896831,5.6101110815612945
Entity22,2023-08-12 18:10:10,8.74088187017137,5.454262323216693
Entity22,2023-08-13 18:10:10,8.698782746132633,5.825601476163238
Entity22,2023-08-14 18:10:10,8.742432222516312,5.365158779858473
Entity22,2023-08-15 18:10:10,8.722632932765196,5.076372274364743
Entity22,2023-08-16 18:10:10,8.724960328193692,5.326843774426772
Entity22,2023-08-17 18:10:10,8.715309326299087,4.835998680070844
